id,sentence,intent,slots,action
12425,what are the train times at millenium station departing toward indiana today,transport_query,"['transport_type : train', 'from_place_name : millenium station', 'to_place_name : indiana', 'date : today']",query
9196,please delete this calendar event,calendar_remove,['descriptor:this'],remove
14383,how many floors does the empire state building have,qa_factoid,['content:how many floors does the empire state building have'],factoid
9625,play the latest episode of little steven's underground garage,play_podcasts,"[""radio_name:little steven's underground garage"",'descriptor:laest episode']",podcasts
7857,where is my twelve pm meeting today happening,calendar_query,"['time : twelve pm', 'event_name : meeting', 'date : today']",query
7265,bring up my agenda,calendar_query,[],query
1314,is the weather supposed to be nice today,weather_query,"['weather_descriptor : nice', 'date : today']",query
15653,tweet to ikea costumer service the following i'm not happy with this new klm product,social_post,"['media_type : twitter', 'business_name : ikea costumer service','content: i'm not happy with this new klm product']",post
1028,please turn the lights down,iot_hue_lightdim,[],hue_lightdim
15788,do i have any new emails,email_query,['descriptor:new'],query
14470,how much does the fb stock cost,qa_stock,['business_name : fb'],stock
16490,check email client,email_query,[],query
8492,what is my schedule like today,calendar_query,['date : today'],query
1414,i need some coffee made olly,iot_coffee,[],coffee
8501,please remind me at five pm today that i have an event at eight am in the morning,calendar_set,"['time : five pm', 'date : today', 'event_name : an event at eight am in the morning']",set
1457,whats it like in chicago,weather_query,['place_name : chicago'],query
16595,forward email,email_sendemail,['setting:forward'],sendemail
7407,crate event swimming day on thursday and set it to repeat,calendar_set,"['event_name : swimming', 'date : thursday', 'general_frequency : repeat']",set
13347,just a joke here or there,general_quirky,['content:just a joke here or there'],quirky
2680,is it going to warm up soon,weather_query,"['weather_descriptor : warm up', 'time : soon']",query
15908,send a reply email thank you very much to john@gmail dot com,email_sendemail,"['email_address : john@gmail dot com','content:thank you very much']",sendemail
10168,how to cook this food,cooking_recipe,['food_type:this food'],recipe
15440,tweet at company name that i did not receive my order on time,social_post,"['media_type : twitter', 'business_name : companyname','content: i did not receive my order on time']",post
7227,can you schedule me for a hair cut on april first in saskatoon,calendar_set,"['event_name : hair cut in saskatoon', 'date : april first']",set
6620,new policies,news_query,['news_topic:new policies'],query
8118,remind me that i have a meeting at three pm tomorrow,calendar_set,"['event_name : meeting', 'time : three pm', 'date : tomorrow']",set
17169,search for emails from my boss michael,email_query,"['from_relation : boss', 'from_person : michael']",query
3791,give me red lights,iot_hue_lightcolor,['color_type : red'],hue_lightchange
14432,how much yens per u. s. d. today,qa_currency,"['currency_name : yens', 'currency_name : u. s. d.', 'date : today']",currency
7721,could you check the reminders and tell me what are pending,calendar_query,[],query
13293,i need to figure out this percentage,qa_maths,['content:i need to figure out this percentage'],maths
13911,is michael jackson really dead,qa_factoid,['content:is michael jackson really dead'],factoid
6532,what is your mood today,general_quirky,['content:what is your mood today'],quirky
5861,reduce the intensity of lights,iot_hue_lightdim,[],hue_lightdim
14472,achievements of sachin tendulkar,qa_factoid,[''content:achievements of sachin tendulkar],factoid
15168,post my current location on instagram,social_post,"['media_type : instagram','content:current location']",post
10297,let's play scrabble,play_game,['game_name : scrabble'],game
503,speakers off,audio_volume_mute,['device_type:speakers'],volume_mute
4877,remove my eight pm alarm and set it to seven pm,alarm_change,"['from_time : eight pm', 'to_time : seven pm']",change
13130,how can the word placid be used,qa_definition,['definition_word : placid'],definition
45,what's up,general_greet,[],greet
4067,do you know what day it is,datetime_query,[],query
7763,what's my calendar today,calendar_query,['date : today'],query
12521,how do i go to athens by train,transport_query,"['to_place_name : athens','transport_type:train']",query
14510,what is justin bieber's birthday,qa_factoid,"[""content: justin bieber's birthday""]",factoid
8877,set twenty first april every year as dad's birthday,calendar_set,"['date : twenty first april', 'general_frequency : every year',  ""event_name :  birthday"",'relation:dad']",set
4743,hey google tell me what alarms are set for me,alarm_query,[],query
9091,olly clear all events in calendar,calendar_remove,['descriptor:all'],remove
1078,sad,general_quirky,['content:sad'],quirky
6081,do i need a coat today,weather_query,"['weather_descriptor : coat', 'date : today']",query
11776,where can i get a good burger within five miles,recommendation_locations,"['food_type : good burger','descriptor:within five miles']",locations
13856,tell me the latest stock of pepsi,qa_stock,['business_name : pepsi'],stock
579,turn off one light on porch,iot_hue_lightoff,['house_place : porch'],hue_lightoff
17176,do i have emails,email_query,[],query
8220,remind me in time to do thing,calendar_set,[],set
4356,vacuum the living room carpet,iot_cleaning,"['house_place : living room','item_name:carpet']",cleaning
3074,turn the sound off,audio_volume_mute,[],volume_mute
671,can you tell me what date it is,datetime_query,[],query
16794,please list the senders of received emails from the last three days,email_query,"['time : last three days','descriptor:received','query:senders']",query
14513,give me the opening stock price of infosys technologies today,qa_stock,"['business_name : infosys technologies', 'date : today','descriptor:opening stock price']",stock
6086,what is the weather in zip code thirty two thousand two hundred and thirty four,weather_query,['place_name : zip code thirty two thousand two hundred and thirty four'],query
7586,add event in calendar,calendar_set,[],set
10473,i need to put together a todo list for work,lists_createoradd,['list_name : todo list for work'],createoradd
4633,bedroom lights off now,iot_hue_lightoff,['house_place : bedroom'],hue_lightoff
15323,what's the latest in my social media,social_query,['descriptor:latest'],query
4041,play forty six and two by tool,play_music,"['song_name : forty six and two', 'artist_name : tool']",music
6977,can you read me my next reminders,calendar_query,['descriptor:next'],query
5739,could you change the lights colour to green please,iot_hue_lightcolor,['color_type : green'],hue_lightchange
4510,current date,datetime_query,[],query
14878,mean,qa_definition,[],definition
359,can you tell me the time,datetime_query,[],query
16958,start email to client,email_sendemail,['to_relation : client'],sendemail
2012,what is the name of this song playing right now,music_query,['query:song name'],query
3170,play my motivational playlist,play_music,['playlist_name : motivational playlist'],music
9501,play howard stern on sirius,play_radio,"['app_name : sirius','radio_name:howard stern']",radio
1517,order a ham and cheese sandwich from subway,takeaway_order,"['food_type : ham and cheese sandwich', 'business_name : subway']",order
1138,call eastwind and order lomaine to go,takeaway_order,"['business_name : eastwind', 'food_type : lomaine', 'order_type : to go']",order
10012,search for your favorite meal,cooking_recipe,['descriptor:your favorite meal'],recipe
335,i wish to know the weather in s.f.,weather_query,['place_name : s.f.'],query
3952,where is an olive garden that does takeaway,takeaway_query,"['business_name : olive garden', 'order_type : takeaway']",query
4384,will the weather be hot or cold tomorrow,weather_query,"['weather_descriptor : hot or cold', 'date : tomorrow']",query
5076,play some soft jazz,play_music,['music_genre : soft jazz'],music
15961,i need to send an email to laura,email_sendemail,['to_person : laura'],sendemail
1686,is it a yes or a no that tomorrows temperature will be hot,weather_query,"['date : tomorrow', 'weather_descriptor : hot']",query
4209,should i take an umbrella with me tonight,weather_query,"['weather_descriptor : umbrella', 'timeofday : tonight']",query
2020,increase volume by two levels,audio_volume_up,['change_amount : two levels'],volume_up
12311,are there any traffic restrictions due to the president's visit,general_quirky,['content:are there any traffic restrictions due to the president's visit'],quirky
8490,please tell me the main points of my two hundred meeting from this afternoon,calendar_query,"['time : two hundred', 'event_name : meeting', 'timeofday : this afternoon']",query
14334,how high is the s n. p,qa_stock,['business_name : s n. p'],stock
3660,set an alarm for seven am,alarm_set,['time : seven am'],set
1113,save all songs from katy perry,music_likeness,['artist_name : katy perry'],likeness
10098,can you prepare a cheese sandwich,cooking_recipe,['food_type : cheese sandwich'],recipe
15198,post in pinterest about my new chicken recipe,social_post,"['media_type : pinterest','content:my new chicken recipe']",post
14529,what is rate of euro to u. s. d.,qa_currency,"['currency_name : euro', 'currency_name : u. s. d.']",currency
1505,turn on the wemo plug,iot_wemo_on,['device_type : wemo plug'],wemo_on
6563,spelling,general_quirky,['content:spelling'],quirky
15870,what is email id of john,email_querycontact,"['personal_info : email id', 'person : john']",querycontact
13350,what is two times two,qa_maths,['content:what is two times two'],maths
4949,save this song in my favorites,music_likeness,['descriptor:this'],likeness
6005,is it going to be windy today,weather_query,"['weather_descriptor : windy', 'date : today']",query
12734,please give me directions to a park near me,transport_query,"['to_place_name : park','descriptor:near me']",query
16134,send email to daddy i'll be going to the birthday party,email_sendemail,"['to_relation : daddy', ""content : i'll be going to the birthday party""]",sendemail
14905,is the pound up or down against the dollar,qa_currency,"['currency_name : pound', 'currency_name : dollar']",currency
1746,i love the song do you,music_likeness,['descriptor:this'],likeness
3621,find me the top news of the day,news_query,['descriptor:top'],query
13956,what is a banana,qa_definition,['definition_word : banana'],definition
3810,increase the volume of the speaker,audio_volume_up,['device_type:speaker'],volume_up
4861,get me fresh news,news_query,['descriptor:fresh'],query
10714,can you create new list for me,lists_createoradd,[],createoradd
8356,when is bank holiday,general_quirky,['content : when is bank holiday'],quirky
6916,remove all events from calendar,calendar_remove,['descriptor:all'],remove
14076,what i can do with laptop,qa_definition,['definition_word : laptop'],definition
4269,replay this song i really like it,play_music;music_likeness,['player_setting : replay'],music;likeness
829,play the newest bob dylan playlist,play_music,"['playlist_name : bob dylan','descriptor:newest']",music
11577,is there any event close by,recommendation_events,['descriptor:close by'],events
10911,tell me what lists i currently have,lists_query,[],query
1613,period the light should be in dim,iot_hue_lightdim,[],hue_lightdim
11355,show me the previous episode,play_podcasts,['player_setting : previous episode'],podcasts
13358,what is fourteen divided by two,qa_maths,['content:what is fourteen divided by two'],maths
9099,remove the doctor's appointment i added to my calendar for february twelfth at nine am,calendar_remove,"[""event_name : doctor's appointment"", 'date : february twelfth', 'time : nine am']",remove
13835,why does tom izzo look like a whiny bitch when his team plays,general_quirky,['content:why does tom izzo look like a whiny bitch when his team plays'],quirky
14186,give me the top rated movie in my area,recommendation_movies,"['descriptor:top rated','place_name: my area']",movies
8814,go to the event day and delete,calendar_remove,['descriptor:this'],remove
17168,please find a email from my friend tiffany,email_query,"['from_relation:friend', 'from_person : tiffany']",query
15452,please tweet that directv has horrible customer service,social_post,"['media_type : twitter','content:directv has horrible customer service']",post
2543,what is the weather near me,weather_query,['place_name:near me'],query
21,olly set lights to twenty percent,iot_hue_lightother,['change_to : twenty percent'],hue_lightchange
8982,erase my appointment with ted,calendar_remove,"['event_name : appointment','person: ted']",remove
3289,what is the time in paris,datetime_query,['place_name : paris'],query
8195,tell me ten minutes before meeting,calendar_query,"['time : ten minutes before', 'event_name : meeting']",query
7590,how many meetings do i have today from nine to five pm,calendar_query,"['event_name : meetings', 'date : today', 'time : nine', 'time2: five pm']",query
410,what time are my alarms set for,alarm_query,[],query
9527,switch on radio mango,play_radio,['radio_name : radio mango'],radio
16819,show me my contacts,email_querycontact,[],querycontact
5302,ok google what is the weather going to be like on march twentieth two thousand and seventeen,weather_query,['date : march twentieth two thousand and seventeen'],query
15962,pull up outlook i need to send a email,email_sendemail,['app_name:outlook'],sendemail
1596,what time is it in dallas,datetime_query,['place_name : dallas'],query
8467,tell me about my upcoming events,calendar_query,[],query
7527,on twenty third march i have to go to meet my aunt,calendar_set,"['date : twenty third march', 'event_name :go to meet','relation:aunt']",set
16302,tell me the email address for aunt ruth,email_querycontact,"['relation : aunt','person: ruth','personal_info:email address']",querycontact
16301,what is tom's phone number,email_querycontact,"[""person : tom"", 'personal_info : phone number']",querycontact
9928,tell me how to cook pasta,cooking_recipe,['food_type : pasta'],recipe
9078,tomorrow my mother birthday,calendar_set,"['date : tomorrow', 'event_name : mother birthday']",set
62,please list active alarms,alarm_query,['descriptor:active'],query
15690,what is jimmy johns's corporate number,email_querycontact,"[""person : jimmy johns"", 'personal_info : corporate number']",querycontact
16224,add email,email_addcontact,[],addcontact
6869,can you sync my calendar with mark,calendar_query;email_sendemail,"[],['content:calendar','to_person : mark']",query;sendemail
11050,tell me my list,lists_query,[],query
12403,when does the next train travelling the the city leave here,transport_query,"['transport_type : train','to_place_name:the city','from_place_name:here']",query
6510,emails,email_query,[],query
205,show alarms,alarm_query,[],query
10385,play i spy with me,play_game,['game_name : i spy'],game
14482,tell me if i should use the train or bus to get across town today,transport_query,"['transport_type : train', 'transport_type : bus', 'place_name:across town','date : today']",query
15608,tweet a complaint about poor drainage system,social_post,"['media_type : twitter','content:poor drainage system']",post
16252,look up bill information,email_querycontact,['person : bill'],querycontact
5866,is there any alarm active,alarm_query,['descriptor:active'],query
1997,can you search trump,general_quirky,['content : trump'],quirky
3108,play my rap playlist,play_music,['playlist_name : rap'],music
13194,what is channing tatum's birthday,qa_factoid,"[""content:channing tatum's birthday""]",factoid
15316,my sister just had her baby,general_quirky,['content:my sister just had her baby'],quirky
6199,how its possible,general_quirky,['content:how its possible'],quirky
4893,get with new one,general_quirky,['content:get with new one'],quirky
8593,set alarm for tomorrow at two pm,alarm_set,"['date : tomorrow', 'time : two pm']",set
14991,alexa state the weather in our city,weather_query,['place_name:our city'],query
3292,what is the time difference between pacific and central,datetime_convert,"['time_zone : pacific', 'time_zone : central']",convert
2818,i don't like this song,music_dislikeness,[],dislikeness
16607,check and delete span emails for the last week,email_remove,"['date : last week','descriptor:span']",remove
11632,please tell me where i can get a drink nearby after midnight,recommendation_locations,"['business_type : drink', 'time : after midnight','place_name:nearby']",locations
8656,i need to add an event on may fifth two thousand and seventeen location goshen for danny's graduation party,calendar_set,"['date : may fifth two thousand and seventeen', ""event_name : danny's graduation party goshen""]",set
163,olly make me a coffee,iot_coffee,[],coffee
6786,is there any reminder for me,calendar_query,[],query
2252,change this song to the first place,play_music,['player_setting:to the first'],music
10519,remove apple from list,lists_remove,['item_name:apple'],remove
6554,good restaurants,recommendation_locations,['business_type : restaurants'],locations
7641,give me the weather for the last five days,weather_query,['time : the last five days'],query
13945,what does problematic mean,qa_definition,['definition_word : problematic'],definition
6996,delete next event,calendar_remove,['descriptor:next'],remove
11584,when is the next blues concert in liverpool,recommendation_events,"['event_name : blues concert', 'place_name : liverpool','descriptor:next']",events
6191,olly did you have a good day,general_quirky,['content: did you have a good day'],quirky
15726,post this status to my social media account,social_post,['content:this status'],post
13317,whats going to be the forecast tomorrow for outer nowhereville,weather_query,"['date:tomorrow','place_name:outer nowhereville']",query
28,vacuum the house,iot_cleaning,['house_place : house'],cleaning
2727,switch off the wemo plug socket,iot_wemo_off,['device_type : wemo plug socket'],wemo_off
7640,in what places have i been the first fifteen days of this month,calendar_query,['date : first fifteen days of this month'],query
6735,olly cancel all events in the next two days,calendar_remove,['time : next two days'],remove
15339,send this message to twitter,social_post,"['media_type : twitter','content:this message']",post
6350,hi what's going on,general_quirky,['content:hi what's going on'],quirky
10782,what are my tasks,lists_query,[],query
15429,post comment from my phone on facebook,social_post,"['media_type : facebook','device_type:phone','post_type:comment']",post
7328,delete all events and content from my calendar,calendar_remove,['descriptor:all'],remove
2882,stop after current song,music_settings,['player_setting : stop after current'],settings
14790,what is the difference in value of a dollar and a peso,qa_currency,"['currency_name : dollar', 'currency_name : peso']",currency
12003,what is the best mexican restaurant in seattle,recommendation_locations,"['food_type : mexican', 'business_type : restaurant', 'place_name : seattle','descriptor:best']",locations
16619,shoot an email to chris about work tomorrow,email_sendemail,"['to_person : chris', 'content:work tomorrow']",sendemail
10134,locate a recipe for thai fried rice,cooking_recipe,['food_type : thai fried rice'],recipe
416,set an alarm for me at eight am,alarm_set,['time : eight am'],set
4531,when is the next warm day,weather_query,[weather_descriptor:next warm day],query
10201,what are the steps for biriyani meal,cooking_recipe,['food_type : biriyani meal'],recipe
12320,call a taxi,transport_taxi,['transport_type : taxi'],taxi
7869,take out event from calendar,calendar_remove,[],remove
16426,what are some recent emails in my inbox please,email_query,"['email_folder : inbox','time:recent']",query
1662,what is the time difference between new york and lagos,datetime_convert,"['place_name : new york', 'place_name : lagos']",convert
14035,what is a shoal,qa_definition,['definition_word : shoal'],definition
161,olly dim the lights,iot_hue_lightdim,[],hue_lightdim
11293,find the beginning of the podcast,play_podcasts,['player_setting:from the beginning'],podcasts
2893,would you play some music please,play_music,[],music
1073,turn the lights down in the living room,iot_hue_lightdim,['house_place : living room'],hue_lightdim
12694,is there bad traffic on the highway right now,transport_traffic,['place_name : highway'],traffic
13314,depending on the role you are going for this will affect your answer,general_quirky,['content:depending on the role you are going for this will affect your answer'],quirky
5961,any low priced delicacies,takeaway_order,"['food_type : delicacies','descriptor:low priced']",order
7008,what does my calendar look like for the next week,calendar_query,['date : next week'],query
10686,please remove sporty event from list,lists_remove,['list_name:sporty'],remove
11367,rewind the episode of podcast,play_podcasts,['player_setting : rewind'],podcasts
11147,the list contain what,lists_query,['descriptor:this'],query
12257,tell me current situation of traffic near central park road,transport_traffic,['place_name : central park road'],traffic
853,lights brighter,iot_hue_lightup,[],hue_lightup
11791,what's a new sci fi movie,recommendation_movies,"['movie_type : sci fi','descriptor:new']",movies
15822,update me,news_query,[],query
7089,calendar,calendar_query,[],query
10810,delete apples from my grocery list,lists_remove,"['list_name : grocery','item_name:apples']",remove
5354,current time in ny,datetime_query,['place_name : ny'],query
8686,what are the details on umf,general_quirky,['content:what are the details on umf'],quirky
15744,add new email to anna,email_sendemail,['to_person : anna'],sendemail
14517,how much does one euro cost in rupees,qa_currency,"['currency_name : euro', 'currency_name : rupees']",currency
15117,look up someone,general_quirky,['content:look up someone'],quirky
14894,may i know whats at location one million two hundred and fifty eight thousand seven hundred and forty five,general_quirky,['content:may i know whats at location one million two hundred and fifty eight thousand seven hundred and forty five'],quirky
8212,do i have an appointment for lunch tomorrow,calendar_query,"['event_name : appointment for lunch', 'date : tomorrow']",query
16600,i want to send email to my friend jack@gmail dot com,email_sendemail,"['to_relation : friend', 'email_address : jack@gmail dot com']",sendemail
6068,i am in the mood for some classical music,play_music,['music_genre : classical'],music
14713,who is janet jackson currently dating or married to,qa_factoid,['content:who is janet jackson currently dating or married to'],factoid
5802,what hour now,datetime_query,[],query
15816,any news from agnes,email_query,['person : agnes'],query
7106,create a meeting thursday afternoon for budget review,calendar_set,"['event_name : meeting for budget review', 'date : thursday', 'timeofday : afternoon']",set
10884,how can i delete an item,lists_remove,[],remove
16079,find unread emails received from peter today olly,email_query,"['from_person : peter', 'date : today','descriptor:unread']",query
17122,please start an email for my sister,email_sendemail,['to_relation : sister'],sendemail
14748,what would be the easiest way to become a millionaire in less than five years,general_quirky,['content:what would be the easiest way to become a millionaire in less than five years'],quirky
2830,olly please make ke a coffee,iot_coffee,[],coffee
7211,don't let me forget tomorrow's meeting with sheila,calendar_set,"[""date : tomorrow"", 'event_name : meeting','person: sheila']",set
6934,how will help this meeting,general_quirky,['content:how will help this meeting'],quirky
6237,how's it hangin,general_quirky,['content:how's it hangin'],quirky
10469,can you create a new list in the playlist,playlists_createoradd,[],createoradd
8328,remind me about the meeting tomorrow at two pm,calendar_set,"['event_name : meeting', 'date : tomorrow', 'time : two pm']",set
1711,save chhana mereya song in my playlist,playlists_createoradd,['artist_name : chhana mereya'],createoradd
13357,can you please tell me what is the meaning of the word turnt,qa_definition,['definition_word : turnt'],definition
5605,start vacuum bot,iot_cleaning,['device_type : vacuum bot'],cleaning
1720,set alarm of every tuesday of march month morning eight am,alarm_set,"['date : tuesday of march', 'timeofday : morning', 'time : eight am']",set
7480,is there any reminder which is most urgent,calendar_query,['descriptor:urgent'],query
3518,i can't see let's make it brighter,iot_hue_lightup,[],hue_lightup
15926,send an email to rae telling her my phone is back in service,email_sendemail,"['to_person : rae','content:my phone is back in service']",sendemail
12422,traffic status please,transport_traffic,[],traffic
10933,put wash the car to my to do list,lists_createoradd,"['list_name : to do','item_name:wash the car']",createoradd
12386,when does the next train to work leave,transport_query,"['transport_type : train','to_place_name:work']",query
3959,change my alarms to mountain time,alarm_set,['time_zone : mountain'],set
11360,play rohan sharma podcast for me,play_podcasts,['podcast_name : rohan sharma'],podcasts
8827,next thursday i need to be reminded to call the bank,calendar_set,"['date : next thursday', 'event_name : call the bank']",set
12998,can you tell me what solution can we do to solve the climate change,general_quirky,['content:can you tell me what solution can we do to solve the climate change'],quirky
14005,show me popular exchange rates,qa_currency,['descriptor:popular'],currency
8894,add event with these people,calendar_set,"['event_name:event', 'person: these people']",set
5455,get me the news from uc web,news_query,['media_type : uc web'],query
11089,get me with new list,lists_query,['descriptor:new'],query
9932,olly what ingredients are needed for pudding,cooking_recipe,['food_type : pudding'],recipe
9033,july three calendar,calendar_query,['date : july three'],query
6784,do i have any reminders,calendar_query,[],query
16492,show last email from mom,email_query,"['from_relation : mom','descriptor:last']",query
5032,can you turn the volume up,audio_volume_up,[],volume_up
5693,draw pb,music_likeness,[],likeness
14607,ok google what happened to katy perry,general_quirky,['content:what happened to katy perry'],quirky
8885,remind me about tuesday meeting with client at ten am,calendar_set,"['date : tuesday', 'event_name : meeting','relation: client', 'time : ten am']",set
6690,did you get all that you needed today,general_quirky,['content:did you get all that you needed today'],quirky
8291,open a reminder about next week's managers meeting on tuesday,calendar_set,"['date : next week tuesday', 'event_name : managers meeting']",set
10404,play with me,play_game,[],game
