id,query,intent,slots,domain,action
13582,what is the euro to dollar exchange rate,qa_currency,"['currency_name:euro','currency_name2:dollar']",qa,currency
7285,delete all upcoming yoga sessions,calendar_remove,['event_name : yoga sessions'],calendar,remove
1626,set the alarm tone,alarm_set,[],alarm,set
16378,alexa send mom an email now,email_sendemail,['to_relation : mom'],email,sendemail
8747,remember that i need to turn in my math assignment tonight by eleven,calendar_set,"['event_name : turn in my math assignment', 'timeofday : tonight', 'time : by eleven']",calendar,set
3093,can you turn off one of my lights in my bathroom,iot_hue_lightoff,['house_place : bathroom'],iot,hue_lightoff
6285,how will be today for me,calendar_query,['date : today'],calendar,query
13153,what awards did erica grebe win last night,qa_factoid,['content:what awards did erica grebe win last night'],qa,factoid
8134,set a remainder for twelve pm for lunch,calendar_set,"['time : twelve pm', 'event_name : lunch']",calendar,set
3787,what is the timer in japan,datetime_query,['place_name : japan'],datetime,query
96,is it raining,weather_query,['weather_descriptor : raining'],weather,query
14426,is the stocks which i have invested are increasing,qa_stock,[],qa,stock
2050,check the weather of city alabama,weather_query,['place_name : alabama'],weather,query
9241,i want to hear the best country songs of the nineties,play_music,['music_genre : country of the nineties'],music,music
14128,list albums of rihana,qa_factoid,['content:albums of rihana'],qa,factoid
11264,skip,play_podcasts,['player_setting:skip'],podcasts,podcasts
12086,alexa art exhibitions in california,recommendation_events,"['event_name : art exhibitions', 'place_name : california']",recommendation,events
1600,play music from v. t. v,play_music,['playlist_name : v. t. v'],music,music
10897,olly remove item from my list,lists_remove,[],lists,remove
6957,clean my calendar,calendar_remove,[],calendar,remove
10859,remove that event from list,lists_remove,[],lists,remove
11416,play the next recording,play_podcasts,['player_settings:next recording'],podcasts,podcasts
12821,traffic,transport_traffic,[],transport,traffic
11984,olly what's playing at brea plaza five,recommendation_movies,['place_name : brea plaza five'],recommendation,movies
2277,alarm for ten am,alarm_set,['time : ten am'],alarm,set
1570,make me a cappuccino,iot_coffee,['coffee_type : capuccino'],iot,coffee
16336,do i have any unread emails from chris thompson,email_query,"['from_person : chris thompson','descriptor:unread']",email,query
13476,i just want to know some information about you,general_quirky,['content:i just want to know some information about you'],qa,quirky
7759,please remove that event from my calendar,calendar_remove,[],calendar,remove
1087,please pause yourself,audio_volume_mute,[],iot,volume_mute
12082,what are all the event in area,recommendation_events,[],recommendation,events
16291,may you please pull up information about a contact,email_querycontact,[],email,querycontact
4392,what is the latest on cnn,news_query,['media_type : cnn'],news,query
3032,olly what's the current weather,weather_query,[],weather,query
4105,is it going to rain in the next few days in tucson,weather_query,"['weather_descriptor : rain', 'date : next few days', 'place_name : tucson']",weather,query
4035,white,iot_hue_lightcolor,['color_type : white'],iot,hue_lightcolor
8041,what time does my next meeting start,calendar_query,"['event_name : meeting','descriptor:next']",calendar,query
3988,cnn,news_query,['media_type : cnn'],news,query
7154,am i scheduled to have any meeting today,calendar_query,"['event_name : meeting', 'date : today']",calendar,query
2910,play led zeppelin houses of the holy,play_music,"['artist_name : led zeppelin', 'album_name:houses of the holy']",music,music
5215,olly do i need sunscreen,weather_query,['weather_descriptor : sunscreen'],weather,query
12323,source and destination,transport_ticket,[],transport,ticket
7027,which events my facebook friends will be attending,social_query,"['person : friends','content:events']",social,query
13408,who is the current us treasury secretary,qa_factoid,['content:the current us treasury secretary'],qa,factoid
3984,please be silent,audio_volume_mute,[],iot,volume_mute
12705,open train ticket app,transport_ticket,['transport_type : train'],transport,ticket
12750,buy a train ticket from lakeland florida to new york,transport_ticket,"['transport_type : train', 'from_place_name : lakeland florida', 'to_place_name : new york']",transport,ticket
3465,please turn off the alarm,alarm_remove,[],alarm,remove
17124,open email to send to dad,email_sendemail,['to_relation : dad'],email,sendemail
11524,please continue with the next podcast episode,play_podcasts,"['player_setting : continue', 'podcast_descriptor : next podcast']",podcasts,podcasts
12595,i need you to book a train ticket that leaves at two pm,transport_ticket,"['transport_type : train', 'time : two pm']",transport,ticket
4511,what time is it relative to new york,datetime_query,['place_name : new york'],datetime,query
2747,i need to change the color of this light,iot_hue_lightcolor,[],iot,hue_lightcolor
16181,send mail to bubbles i want to meet her tomorrow at two pm in office,email_sendemail,"['to_person : bubbles', 'content:i want to meet her tomorrow at two pm in office']",email,sendemail
9574,play radio programme name,play_radio,[],radio,radio
4251,is it too warm to wear my wooly sweater today,weather_query,"['weather_descriptor : too warm', 'weather_descriptor : wooly sweater', 'date : today']",weather,query
6222,my day was hectic,general_quirky,['content:my day was hectic'],qa,quirky
9832,continue from where we left off in divergent,play_audiobook,['audiobook_name : divergent'],audiobook,audiobook
16897,name the people that sent me an email today,email_query,['date : today'],email,query
11702,show me nearest theatre,recommendation_locations,"['business_type : theatre','descriptor:nearest']",recommendation,locations
14174,can you describe to me a bike,qa_definition,['definition_word : bike'],qa,definition
13371,how do you subtract numbers,general_quirky,['content:how do you subtract numbers'],qa,quirky
13180,explain photosynthesis,qa_definition,['definition_word : photosynthesis'],qa,definition
12027,running competitions on the west side,recommendation_events,"['event_name : running competitions', 'place_name : the west side']",recommendation,events
6698,hey olly today i was fired from my job,general_quirky,['content:today i was fired from my job'],qa,quirky
134,how long until my takeaway,takeaway_query,['order_type : takeaway'],takeaway,query
7493,weekend appointments,calendar_query,"['time : weekend', 'event_name : appointments']",calendar,query
13098,olly what is the total number of oceans in the world,qa_factoid,['content:the total number of oceans in the world'],qa,factoid
14194,go to the nsdl and search for prices,general_quirky,['content:go to the nsdl and search for prices'],qa,quirky
14707,stock,qa_stock,[],qa,stock
5259,thumbs up this song,music_likeness,[],music,likeness
14155,google the object and see,qa_definition,[],qa,definition
14655,is the dollar stronger than the pound,qa_currency,"['currency_name : dollar', 'currency_name2 : pound']",qa,currency
12056,what's going on,general_quirky,['content:what's going on'],qa,quirky
3358,keep track of the standing rock protest,news_query,['news_topic : standing rock protest'],news,query
7472,set alarm on tenth november for clock,alarm_set,['date : tenth november'],alarm,set
7785,remind me of sarah's birthday three days ahead of time,calendar_set,"['person : sarah', 'event_name : birthday', 'date : three days ahead']",calendar,set
14682,what is the height of monali thakur,qa_factoid,['content:the height of monali thakur'],qa,factoid
14798,what is a workhouse,qa_definition,['definition_word : workhouse'],qa,definition
16875,tell me the area code for jen k,email_querycontact,"['personal_info : area code', 'person : jen k']",email,querycontact
1907,improve volume clarity,audio_volume_other,[],iot,volume_other
16808,get apahelp@yahoo dot com in my contacts,email_querycontact,['email_address : apahelp@yahoo dot com'],email,querycontact
2270,play some pop music,play_music,['music_genre : pop'],music,music
12524,book me the cheapest train ticket to new york,transport_ticket,"['transport_type : train', 'to_place_name : new york']",transport,ticket
1957,hello olly how are you today,general_greet,['content:how are you today'],qa,greet
2415,call china king chinese restaurant,takeaway_order,"['business_name : china king', 'food_type : chinese', 'business_type : restaurant']",takeaway,order
6667,cricket live scorecards,news_query,['news_topic:cricket live scorecards'],news,query
6870,can you add this event with karl,calendar_set,['person : karl'],calendar,set
16941,through outlook,email_sendemail,['app_name:outlook'],email,sendemail
10592,please make a list of thing i have to shop tomorrow,lists_createoradd,"['list_name : thing i have to shop', 'date : tomorrow']",lists,createoradd
2367,tell about the latest world news,news_query,['place_name : world'],news,query
13936,what is a virtual reality headset,qa_definition,['definition_word : virtual reality headset'],qa,definition
16237,forward the mail to new email address,email_sendemail,['setting:forward'],email,sendemail
3255,olly give me the most recent stuff you have angelina jolie,general_quirky,['content:the most recent stuff you have angelina jolie'],qa,quirky
11742,could you list out the information on book fairs in washington dc for next week,recommendation_events,"['event_name : book fairs', 'place_name : washington dc', 'date : next week']",recommendation,events
5036,how hot is today,weather_query,"['weather_descriptor : hot', 'date : today']",weather,query
15504,tweet a complaint,social_post,['media_type : tweet'],social,post
7442,where is the venue,calendar_query,[],calendar,query
155,set brightness to fifty percent,iot_hue_lightchange,['change_to : fifty percent'],iot,hue_lightchange
15257,latest tweets,social_query,['media_type : tweets'],social,query
784,stream all songs from rock,play_music,['music_genre : rock'],music,music
15980,send answer to george,email_sendemail,['to_person : george'],email,sendemail
10387,i want to play a trivia game,play_game,['game_name : trivia game'],game,game
6126,do i need to wear a coat,weather_query,['weather_descriptor : coat'],weather,query
10417,do you want to play a game,play_game,[],game,game
11262,next one,play_music,['player_setting:next'],music,music
4211,do you think it will be okay to wear shorts this week,weather_query,"['weather_descriptor : shorts', 'date : this week']",weather,query
3058,what is the latest headline news from this news source,news_query,['media_type : this news source'],news,query
12529,what are the train times to chicago for today,transport_query,"['transport_type : train', 'to_place_name : chicago', 'date : today']",transport,query
9696,resume the playback of zanes se chronicles,play_audiobook,"['player_setting : resume', 'audiobook_name : zanes se chronicles']",audiobook,audiobook
5383,lower the lights in the room,iot_hue_lightdim,['house_place : room'],iot,hue_lightdim
1946,rise volume,audio_volume_up,[],iot,volume_up
11129,what on my list to do today evening,lists_query,"['date : today', 'timeofday : evening','list_name:to do']",lists,query
6011,what does the clock say,datetime_query,[],datetime,query
1498,play some tracks by michael jackson,play_music,['artist_name : michael jackson'],music,music
12416,next train to dc,transport_query,"['transport_type : train', 'to_place_name : dc']",transport,query
16230,how many text messages has john smith sent me in the last twelve months,email_query,"['from_person : john smith', 'date : last twelve months']",email,query
13251,what is my astrology report for today,general_quirky,['content:what is my astrology report for today'],qa,quirky
16635,did i get an email about a job offer,email_query,['content:job offer'],email,query
7363,go to calendar and delete an third event of twenty seventh of march twenty seventeen,calendar_remove,"['descriptor:third','date : twenty seventh of march twenty seventeen']",calendar,remove
7453,may i ask you to add a new event to my calendar,calendar_set,[],calendar,set
9120,tell me about the meetings over a period of time,calendar_query,['event_name : meetings'],calendar,query
13765,what is the result of two by two,qa_maths,['content: two by two'],qa,maths
5796,no lights,iot_hue_lightoff,[],iot,hue_lightoff
8675,who is going to my meeting at nine am,calendar_query,"['event_name : meeting', 'time : nine am']",calendar,query
978,please shut the lights,iot_hue_lightoff,[],iot,hue_lightoff
7006,find me a time for a meeting with allen on tomorrow,calendar_set,"['event_name : meeting', 'person : allen', 'date : tomorrow']",calendar,set
5754,turn off audio,audio_volume_mute,[],iot,volume_mute
10819,tell me my lists,lists_query,[],lists,query
13691,describe what a chair is,qa_definition,['definition_word : chair'],qa,definition
9610,open pandora and play hoizer radio,play_radio,"['app_name : pandora', 'radio_name : hoizer radio']",radio,radio
1876,play top ten,play_game,['game_name : top ten'],game,game
5206,i want to hear surfin usa,play_music,['song_name : surfin usa'],music,music
13733,what is the price of ford stock,qa_stock,['business_name : ford'],qa,stock
10447,tell me what is on my list,lists_query,[],lists,query
11790,fun stuff to do near me,recommendation_events,['event_name:fun'],recommendation,events
16451,did mom text me,email_querycontact,['from_relation : mom'],email,querycontact
2895,turn_down speakers,audio_volume_down,[],iot,volume_down
11127,what is included in the tour's list,lists_query,['list_name : tour'],lists,query
5381,whats the news like in the uk,news_query,['place_name : uk'],news,query
10343,open minestart game from previous played level,play_game,['game_name : minestart'],game,game
12995,send a message on facebook to pending friend requests that my friend list is full and i will be creating a new profile soon,social_post,"['person:pending friend requests','content:my friend list is full and i will be creating a new profile soon']",social,post
13145,show me what i can do with fitness,general_quirky,['content:what i can do with fitness'],qa,quirky
13641,what is the definition of textual,qa_definition,['definition_word : textual'],qa,definition
2744,what news articles were on cnn today,news_query,"['media_type : cnn', 'date : today']",news,query
5660,play for me jazz music,play_music,['music_genre : jazz'],music,music
8408,remove my dinner event for tomorrow,calendar_remove,"['event_name : dinner', 'date : tomorrow']",calendar,remove
1321,what is the weather today,weather_query,['date : today'],weather,query
14714,is eddie murphy still alive,qa_factoid,['content:is eddie murphy still alive'],qa,factoid
11641,what is happening around here,recommendation_events,[],recommendation,events
4807,remember what i think about this song,music_likeness,[],music,likeness
4021,how many days are in this month,general_quirky,['content:how many days are in this month'],qa,quirky
1852,its too bright in here,iot_hue_lightdim,[],iot,hue_lightdim
1214,i want blue lighting,iot_hue_lightcolor,['color_type : blue'],iot,hue_lightcolor
15507,tweet @insightbb the cable is out again in the highland terrace neighborhood,social_post,"['media_type : tweet', 'business_name : insightbb','content:the cable is out again in the highland terrace neighborhood']",social,post
8610,where the party will take start,calendar_query,['event_name : party'],calendar,query
9774,play audiobook where we left off,play_audiobook,['player_setting:resume'],audiobook,audiobook
4686,please play the following song,play_music,[],music,music
9329,play random radio station,play_radio,[],radio,radio
12059,what's happening near me this week,recommendation_events,['date : this week'],recommendation,events
5628,turn off the fan,iot_wemo_off,['device_type : fan'],iot,wemo_off
12648,practical driving assessment,transport_ticket,[],transport,ticket
2410,can you tell me the date today,datetime_query,['date : today'],datetime,query
7420,make a meeting with friend,calendar_set,"['event_name : meeting', 'relation : friend']",calendar,set
16278,send the following email to bro hi come down for dinner tonight,email_sendemail,"['to_relation : bro', 'content : hi come down for dinner tonight']",email,sendemail
2628,lower my music player volume by fifty percent of its current level,audio_volume_up,"['device_type : music player', 'change_amount : fifty percent of current']",iot,volume_up
7897,do i have any appointments set for tomorrow,calendar_query,"['event_name : appointments', 'date : tomorrow']",calendar,query
6666,overall day,general_quirky,['content:overall day'],qa,quirky
3998,alexa what is going on today,news_query,['date : today'],news,query
14941,open calculator,qa_maths,[],qa,maths
744,play happy playlist next,play_music,['playlist_name : happy playlist'],music,music
6264,i am in bad mood tell me a joke,general_quirky,[],qa,quirky
10733,remove chores from my to do list,lists_remove,"['item_name: chores','list_name : to do']",lists,remove
7849,tell me when my next doctors appointment is,calendar_set,['event_name : doctors appointment'],calendar,set
16447,how many recent emails have this sender or subject line,email_query,['descriptor:this sender or subject line'],email,query
2141,today get umbrella,weather_query,"['date : today', 'weather_descriptor : umbrella']",weather,query
15622,consumer desk,general_quirky,['content:consumer desk'],qa,quirky
8002,delete my appointment tomorrow,calendar_remove,"['event_name : appointment', 'date : tomorrow']",calendar,remove
1315,hey can you make it blue in here,iot_hue_lightcolor,"['color_type : blue', 'house_place : here']",iot,hue_lightcolor
12652,give directions to pizza hut,transport_query,['business_name : pizza hut'],transport,query
1081,show me weather list for tomorrow,weather_query,['date : tomorrow'],weather,query
198,does dominos do takeaway,takeaway_query,"['food_type : dominos', 'order_type : takeaway']",takeaway,query
6215,today was too busy,general_quirky,['content:today was too busy'],qa,quirky
5398,switch off all lights,iot_hue_lightoff,[],iot,hue_lightoff
6445,how many top ten tunes did katy perry have last year,general_quirky,['content:how many top ten tunes did katy perry have last year'],qa,quirky
15053,how does an elephant looks like,qa_definition,['definition_word : elephant'],qa,definition
13337,please define the word hypocrisy,qa_definition,['definition_word : hypocrisy'],qa,definition
1612,time constrain,general_quirky,['content:time constrain'],qa,quirky
4695,can you set an alarm for seven am,alarm_set,['time : seven am'],alarm,set
6157,what's the latest,news_query,[],news,query
13505,what is the capital of france,qa_factoid,['content:the capital of france'],qa,factoid
14215,what's three plus three hundred and fifty five,qa_maths,['content:three plus three hundred and fifty five'],qa,maths
10040,what is a cookie recipe,cooking_recipe,['food_type : cookie'],cooking,recipe
2137,play foke,play_music,['music_genre : foke'],music,music
2883,please turn off the lights in the kitchen,iot_hue_lightoff,['house_place : kitchen'],iot,hue_lightoff
13126,what are you,general_quirky,['content:what are you'],qa,quirky
3345,what time is it in hong kong,datetime_query,['place_name : hong kong'],datetime,query
12412,can you tell me the current traffic condition of my location,transport_traffic,[],transport,traffic
3136,i would like a cup of coffee with one cream and three sugars,iot_coffee,['coffee_type : coffee with one cream and three sugars'],iot,coffee
13925,what states border new hampshire,qa_factoid,['content : what states border new hampshire'],qa,factoid
5193,what time is it in new york city right now,datetime_query,['place_name : new york city'],datetime,query
16515,do i have any emails from jo,email_query,['from_person : jo'],email,query
9937,i have some salmon how do i prepare this,cooking_recipe,['food_type : salmon'],cooking,recipe
14534,what is the birthday of adam gilchrist,qa_factoid,['content:the birthday of adam gilchrist'],qa,factoid
11220,update my list with shoes,lists_createoradd,['item_name:shoes'],lists,createoradd
2377,turn on my electronic playlist,play_music,['playlist_name : electronic'],music,music
16957,begin email to my husband,email_sendemail,['to_relation : husband'],email,sendemail
15734,post a status on my twitter account,social_post,"['media_type : twitter','content:status']",social,post
16917,can you please please reply for that mail,email_sendemail,['setting:reply'],email,sendemail
6472,today was bad,general_quirky,['content:today was bad'],qa,quirky
10106,show me the recipe of tandoori chicken,cooking_recipe,['food_type : tandoori chicken'],cooking,recipe
16022,add jpearsonjessica@gmail dot com to email contacts,email_addcontact,['email_address : jpearsonjessica@gmail dot com'],email,addcontact
7862,i'm going to the oar concert in paris on march twenty four,calendar_set,"['event_name : oar concert in paris', 'date : march twenty four']",calendar,set
11639,what events are going on around my place,recommendation_events,[],recommendation,events
13003,will you take care of the home security system,general_quirky,['content:will you take care of the home security system'],qa,quirky
12399,call golden taxi to pick me up at seven pm today,transport_taxi,"['transport_agency : golden taxi', 'time : seven pm', 'date : today']",transport,taxi
6097,que song let it burn,play_music,"['artist_name : que', 'song_name : let it burn']",music,music
8580,what times are today's meetings,calendar_query,['date : today'],calendar,query
10212,good food,general_quirky,['content:good food'],qa,quirky
14485,how much is one dollar us in canadian,qa_currency,"['amount:one','currency_name : us', 'currency_name2 : canadian']",qa,currency
9106,please reset my calendar back to day one,calendar_remove,[],calendar,remove
12727,how long will it take me to get to the west side,transport_traffic,['to_place_name : west side'],transport,traffic
4078,turn the living rooms lights off,iot_hue_lightoff,['house_place : living rooms'],iot,hue_lightoff
2276,wake me up at four am,alarm_set,['time : four am'],alarm,set
8314,march one is susan's birthday right,calendar_query,"['date : march one', 'person : susan', 'event_name : birthday']",calendar,query
7400,add christmas to calendar,calendar_set,['event_name : christmas'],calendar,set
1436,what alarms do i got,alarm_query,[],alarm,query
11673,find restaurants within one miles,recommendation_locations,"['business_type : restaurants', 'descriptor : within one miles']",recommendation,locations
95,set alarm for eight every weekday,alarm_set,"['time : eight', 'general_frequency : every weekday']",alarm,set
13152,what's bob scrote's net worth,qa_factoid,['content : bob scrote's net worth'],qa,factoid
4182,what time is it now in g. m. t.,datetime_query,['time_zone : g. m. t.'],datetime,query
12374,what time can i catch the train to dc and arrive by nine am,transport_query,"['transport_type : train', 'to_place_name : dc', 'time : nine am']",transport,query
6386,how often do you complete updates,general_quirky,['content:how often do you complete updates'],qa,quirky
1141,is it the twenty ninth already,datetime_query,['date : twenty ninth'],datetime,query
825,show me the seven day forecast for home please,weather_query,"['time : seven day', 'place_name : home']",weather,query
10524,delete the song what if in my music,music_dislikeness,['song_name : what if'],music,dislikeness
6612,start a conversation with me about politics,general_quirky,['content:start a conversation with me about politics'],qa,quirky
15941,please reply to the email,email_sendemail,['setting:reply'],email,sendemail
5374,which day is march twenty,datetime_query,['date : march twenty'],datetime,query
5464,do i need pants,weather_query,['weather_descriptor : pants'],weather,query
5718,set music system to mute,audio_volume_mute,['device_type : music system'],iot,volume_mute
13621,tell me lexmark's current stock price,qa_stock,['business_name : lexmark'],qa,stock
5234,am i going to bring umbrella later,weather_query,['weather_descriptor : umbrella'],weather,query
5698,do i need to take the umbrella out today,weather_query,"['weather_descriptor : umbrella', 'date : today']",weather,query
15494,i need to write a bad review for yahoo,social_post,"['business_name : yahoo','content:bad review']",social,post
3861,turn on the roomba for me,iot_cleaning,['device_type : roomba'],iot,cleaning
9050,add monas wedding even to my calendar for tuesday,calendar_set,"['event_name : monas wedding', 'date : tuesday']",calendar,set
11010,bring up a new shopping list,lists_createoradd,['list_name : shopping'],lists,createoradd
16579,i added a new email address for joe yesterday will you find it please,email_querycontact,"['person : joe', 'date : yesterday']",email,querycontact
15411,send a complaint to consumer service of this company,social_post,"['business_name : consumer service','content:complaint']",social,post
2817,it's dark in the living room,iot_hue_lighton,['house_place : living room'],iot,hue_lighton
3592,loudly,audio_volume_up,[],iot,volume_up
11900,play a movie i'll like,recommendation_movies,[],recommendation,movies
14279,please defined about printing works,qa_definition,['definition_word : printing works'],qa,definition
6549,olly today was a tiring day,general_quirky,['content:today was a tiring day'],qa,quirky
6745,add to my calendar daily call at five pm,calendar_set,"['general_frequency : daily', 'event_name : call', 'time : five pm']",calendar,set
16566,email co worker about work project,email_sendemail,"['to_relation : co worker','content:work project']",email,sendemail
15781,hey google email to caroline how are you can you send me updates on last project cheers tomasz,email_sendemail,"['to_person : caroline','content:how are you can you send me updates on last project cheers tomasz']",email,sendemail
16849,email susan and write that,email_sendemail,['to_person : susan'],email,sendemail
13933,what's the change in best buy stick,general_quirky,['content:what's the change in best buy stick'],qa,quirky
9769,resume story,play_audiobook,"['player_setting : resume', 'audiobook_name : story']",audiobook,audiobook
5460,should i bring an umbrella with me right now,weather_query,['weather_descriptor : umbrella'],weather,query
14325,where was kelly clarkson born,qa_factoid,['content:where was kelly clarkson born'],qa,factoid
14546,which country's have a border to india,qa_factoid,['content:which country's have a border to india'],qa,factoid
3153,clear my nine am alarms,alarm_remove,['time : nine am'],alarm,remove
11831,find me a gas station close by,recommendation_locations,"['business_type : gas station','descriptor:close by']",recommendation,locations
381,please open my music application and play games by disturbed,play_music,"['song_name : games', 'artist_name : disturbed']",music,music
575,play only particular singer songs,play_music,['descriptor:particular singer'],music,music
12639,the five pm train on wednesday to rockville is it on time,transport_query,"['time : five pm', 'transport_type : train', 'date : wednesday', 'to_place_name : rockville']",transport,query
4897,the lights are too bright,iot_hue_lightdim,[],iot,hue_lightdim
320,shall i get an umbrella tomorrow,weather_query,"['weather_descriptor : umbrella', 'date : tomorrow']",weather,query
14611,geo info,general_quirky,['content: geo info'],qa,quirky
15284,did renee just post to my facebook feed,social_query,"['person : renee', 'media_type : facebook']",social,query
2,set an alarm for two hours from now,alarm_set,['time : two hours from now'],alarm,set
14778,alexa how large is the universe in miles,qa_factoid,['content:how large is the universe in miles'],qa,factoid
1262,when is my alarm set for,alarm_query,[],alarm,query
13441,what is today's temperature,weather_query,['date : today'],weather,query
6030,food will be given at the exhibition,general_quirky,['content:food will be given at the exhibition'],qa,quirky
2465,switch the lights off,iot_hue_lightoff,[],iot,hue_lightoff
12474,where is the closest sweet frog,recommendation_locations,"['descriptor:closest','business_name : sweet frog']",recommendation,locations
4635,turn speaker volume down,audio_volume_down,[],iot,volume_down
3925,start my folk song list right after this song,play_music,['playlist_name : folk'],music,music
3943,what day is the twentieth this month,datetime_query,['date : twentieth this month'],datetime,query
4691,can you play a song by aerosmith,play_music,['artist_name : aerosmith'],music,music
791,show me the highest weather this week,weather_query,"['weather_descriptor : highest', 'date : this week']",weather,query
15346,has wendy posted on facebook,social_query,"['person : wendy', 'media_type : facebook']",social,query
9927,olly how much time to cook pasta,cooking_recipe,"['cooking_type : cook', 'food_type : pasta']",cooking,recipe
909,what time is it in new york,datetime_query,['place_name : new york'],datetime,query
14388,what is meryl streep famous for,qa_factoid,['content:what is meryl streep famous for'],qa,factoid
14423,and the pound is doing how badly against the euro,qa_currency,"['currency_name : pound', 'currency_name2 : euro']",qa,currency
2293,is it probable that there would be rain in the forecast today,weather_query,"['weather_descriptor : rain', 'date : today']",weather,query
15667,@nikesupport i need some assistance regarding some shoes i bought last week,social_post,"['business_name : nikesupport','content:i need some assistance regarding some shoes i bought last week']",social,post
1088,get yourself muted,audio_volume_mute,[],iot,volume_mute
6504,hey i feel good,general_quirky,['content : i feel good'],qa,quirky
14613,add five plus eighteen minus four please,qa_maths,['content:add five plus eighteen minus four'],qa,maths
4295,please play britney spears,play_music,['artist_name : britney spears'],music,music
8927,remove all the events from my whole calendar,calendar_remove,['descriptor:all'],calendar,remove
11219,add shoes to my list,lists_createoradd,['item_name:shoes'],lists,createoradd
10939,i need to add water to my kroger list,lists_createoradd,"['item_name : water', 'list_name : kroger']",lists,createoradd
10729,remind me to take out the trash,calendar_set,['event_name:take out the trash'],calendar,set
2885,please pull up the article in the new york times,news_query,['media_type : new york times'],news,query
5277,please increase volume in music player,audio_volume_up,['device_type : music player'],iot,volume_up
339,yo i need a coffee now,iot_coffee,[],iot,coffee
436,play bad religion folder,play_music,['artist_name : bad religion'],music,music
5903,confirm i have set an alarm for six am,alarm_query,['time : six am'],alarm,query
1847,order me a cheese burger from tommy's burgers,takeaway_order,"['food_type : cheese burger', ""business_name : tommy's burgers""]",takeaway,order
12546,find a ride to the bar,transport_taxi,['business_type : bar'],transport,taxi
13244,what is the best part of being you,general_quirky,['content:what is the best part of being you'],qa,quirky
4875,my review,general_quirky,['content:my review'],qa,quirky
6795,do i have any appointments this weekend,calendar_query,['time : weekend'],calendar,query
2407,does this song belongs to the classic,music_query,[],music,query
3044,what time is alarm set for,alarm_query,[],alarm,query
11087,we need milk,lists_createoradd,['item_name:milk'],lists,createoradd
1965,hi play me playlist of a r rehman songs released current year,play_music,"['playlist_name : a r rehman', 'descriptor : released current year']",music,music
16295,how many emails do i have,email_query,[],email,query
12803,please book train ticket to new york,transport_ticket,"['transport_type : train', 'to_place_name : new york']",transport,ticket
8045,what events are scheduled this week,calendar_query,['date : this week'],calendar,query
14424,what's the dollar's exchange rate with the euro,qa_currency,"['currency_name : dollar', 'currency_name2 : euro']",qa,currency
7277,set the alarm to seven am for work,alarm_set,"['time : seven am', 'event_name : work']",alarm,set
9670,restart american gods,play_audiobook,"['player_setting : restart', 'audiobook_name : american gods']",audiobook,audiobook
632,notify me when there's news on the dakota pipeline,news_subscription,['news_topic : dakota pipeline'],news,subscription
12564,can i find the cheapest train ticket for this destination,transport_query,"['descriptor:cheapest','transport_type : train']",transport,query
12682,when does the next train leave for atlanta,transport_query,"['transport_type : train', 'place_name : atlanta']",transport,query
3978,what is the weather like in iowa,weather_query,['place_name : iowa'],weather,query
9367,please play some songs for kids,play_radio,['music_genre : kids'],radio,radio
10312,play san andreas game,play_game,['game_name : san andreas'],game,game
11991,show me what shops are around me,recommendation_locations,['business_name : shops'],recommendation,locations
11039,set up a new list with the following,lists_createoradd,[],lists,createoradd
9824,pick up wuthering heights where we left off,play_audiobook,"['audiobook_name : wuthering heights','player_setting:resume']",audiobook,audiobook
7705,remind me of my meeting tomorrow ten in the morning,calendar_set,"['event_name : meeting', 'date : tomorrow', 'time : ten', 'timeofday : morning']",calendar,set
15376,tweet comcast and tell them their service is down again,social_post,"['media_type : tweet', 'business_name : comcast','content:their service is down again']",social,post
3347,tell me the top stories in the news,news_query,[],news,query
8615,add event every second friday of the month,calendar_set,['general_frequency : every second friday of the month'],calendar,set
3220,start song one,play_music,[],music,music
10783,read my to do list,lists_query,['list_name : to do'],lists,query
11452,play favorited podcasts on fishing,play_podcasts,['podcast_name:fishing'],podcasts,podcasts
3909,i'd like to hear folk songs from one thousand nine hundred and sixty eight,play_music,"['music_genre : folk', 'descriptor : from one thousand nine hundred and sixty eight']",music,music
12476,i need to book a taxi,transport_taxi,['transport_type : taxi'],transport,taxi
15327,do i have any new tweets,social_query,['media_type : tweets'],social,query
1660,take it in hand,general_quirky,['content:take it in hand'],qa,quirky
6345,not a good day,general_quirky,['content:not a good day'],qa,quirky
175,tell me the latest technology news,news_query,['news_topic : technology'],news,query
2055,keep that song for when i need cheering up,music_likeness,[],music,likeness
7757,what is next in my calendar,calendar_query,['descriptor:next'],calendar,query
1693,what music service has some soul music i can listen to,play_music,['music_genre:soul'],music,music
7311,add lunch with laura for thursday at one,calendar_set,"['event_name : lunch', 'person : laura', 'date : thursday', 'time : one']",calendar,set
16074,add this email to my address book,email_addcontact,[],email,addcontact
8997,set on twenty second march badminton match in merita square,calendar_set,"['date : twenty second march', 'event_name : badminton match in merita square']",calendar,set
2707,louder please,audio_volume_up,[],iot,volume_up
2192,i want to listen to classic rock,play_music,['music_genre : classic rock'],music,music
16326,any email in the last hour,email_query,['time : last hour'],email,query
15677,please open my twitter app and find complaint section for olive garden,social_query,"['media_type : twitter', 'business_name : olive garden','descriptor:complaint']",social,post
16194,please send email to liz,email_sendemail,['to_person : liz'],email,sendemail
